text,label
"Na wa o, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"As I dey talk, Dis router sweet me well well, e reach as e dey for picture, delivery sef no waste time. I dey happy well well.",positive
"Small small, This dress cause wahala for me, I no know if na fake or wetin, no buy am o. make una no waste your money.",negative
"I swear, Table cloth or ring okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"Guy, Packaging good, office chair come as described, I go still buy from dis seller again. I don recommend am to my people.",positive
"Honestly, Umbrella or toaster dey work but the handle dey shake small, e still dey manage.",neutral
"Guy, Dress or extension box fine sha, but the size chart dem post no correct at all, e small pass small.",neutral
"The umbrella just dey normal, no wowing, no bad, I fit still buy am again if discount dey. I fit still consider am next time.",neutral
"God when catch person, I don tell my whole family make dem use Jumia because of how dis charger order turn out. I don recommend am to my people.",positive
"Believe me, This table cloth no be my size or wetin I order, dem send wrong one, wahala to return am too much. I no go order again.",negative
"To God who made me, My people dem love the wall clock well well, e dey work exactly as dem promise. e worth the money.",positive
"As I dey talk, Sound or function dey there for dis earpiece, nothing extraordinary, e go do for person wey no too particular.",neutral
"To God who made me, Fit dey okay, size correct for dis shoe, but material fit better small, na still usable sha.",neutral
"Werey no dey do person, I love how dem wrap the toy, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"See ehn, Sound or function dey there for dis hair dryer, nothing extraordinary, e go do for person wey no too particular. nothing to hail, nothing to condemn.",neutral
"Believe me, Delivery man carry my toy pass one week, wahala full ground, I no gree order again.",negative
"See ehn, Customer service sharp reply me when I complain about my curtain, dem replace am sharp sharp. I don recommend am to my people.",positive
"Small small, necklace strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"Believe me, Seller ignore my message tire about dis gas cooker, when e finally reach na wrong color entirely. I no go order again.",negative
"Believe me, Dem package the hair dryer anyhow, e crack, spoilage spread inside the whole carton. e pain me well well.",negative
"See ehn, Sound or function dey there for dis power bank, nothing extraordinary, e go do for person wey no too particular. nothing to hail, nothing to condemn.",neutral
"Omo, Fit dey okay, size correct for dis cream, but material fit better small, na still usable sha.",neutral
"Omo, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. no regret at all.",positive
"Chai, television strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"Guy, I get value for my money, dis laptop bag still fresh after months of daily use. I go still buy again.",positive
"As I dey talk, Customer service sharp reply me when I complain about my sneakers, dem replace am sharp sharp. I don recommend am to my people.",positive
"See ehn, Chai dis cream na correct investment, I dey enjoy am tire. no regret at all.",positive
"Dis toaster sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"Werey no dey do person, Umbrella or perfume dey work but the handle dey shake small, e still dey manage. e go still do for the price.",neutral
"Werey no dey do person, Item different from picture completely for dis freezer, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"God when catch person, Two weeks now, my money don go, dis school bag never show, na so dem dey scam people. make una no waste your money.",negative
"Honestly, The toaster just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"As I dey talk, Packaging good, electric kettle come as described, I go still buy from dis seller again. I dey happy well well.",positive
"See ehn, I don tell my whole family make dem use Jumia because of how dis television order turn out. no regret at all.",positive
"As I dey talk, fan dey work fine, no wahala at all since I don start to use am.",positive
"Small small, I love how dem wrap the blender, extra plastic everywhere, e no fit spoil for road.",positive
"Honestly, slippers dey work fine, no wahala at all since I don start to use am. I don recommend am to my people.",positive
"No be lie, Sound or function dey there for dis umbrella, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"I swear, Seller dey blackmail person, my ring no reach up till two weeks, I don report am. no be small disappointment.",negative
"See ehn, Packaging good, phone case come as described, I go still buy from dis seller again. I dey happy well well.",positive
"Na wa o, Seller dey blackmail person, my charger no reach up till two weeks, I don report am. na scam be dis one.",negative
"As I dey talk, Everything come complete, instructions dey inside, my toy setup no stress me at all. I don recommend am to my people.",positive
"Honestly, Dis torch light no work reach half wetin dem talk, na scam be dis one o. no be small disappointment.",negative
"Werey no dey do person, I love how dem wrap the fan, extra plastic everywhere, e no fit spoil for road.",positive
"As I dey talk, Two weeks now, my money don go, dis belt never show, na so dem dey scam people. I don report to Jumia already.",negative
"Honestly, Two weeks now, my money don go, dis airpod never show, na so dem dey scam people.",negative
"I swear, Original airpod be dis o, no be fake, quality strong pass wetin I expect.",positive
"Believe me, My people dem love the toaster well well, e dey work exactly as dem promise. I go still buy again.",positive
"Guy, Chai dis wig na correct investment, I dey enjoy am tire. make una try am.",positive
"God when catch person, E dey okay o, no be bad market but dis wallet no be wetin I expect too, average product. e go still do for the price.",neutral
"Omo, Chai dis power bank na correct investment, I dey enjoy am tire. I don recommend am to my people.",positive
"Na wa o, Original keyboard be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"Chai, Item different from picture completely for dis office chair, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"Dis wristwatch no work reach half wetin dem talk, na scam be dis one o. no be small disappointment.",negative
"To God who made me, My people dem love the wristwatch well well, e dey work exactly as dem promise.",positive
"Believe me, Dis mattress sweet me well well, e reach as e dey for picture, delivery sef no waste time. I go still buy again.",positive
"Chai, Dem package the torch light anyhow, e crack, spoilage spread inside the whole carton. I no go order again.",negative
"Believe me, printer strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"Guy, I don order dis rice cooker tire tire, no be wetin dem show for site, quality no good at all. e pain me well well.",negative
"Small small, I don tell my whole family make dem use Jumia because of how dis flash drive order turn out. I dey happy well well.",positive
"Original toaster be dis o, no be fake, quality strong pass wetin I expect. make una try am.",positive
"Na wa o, Fan or blender strong small, noise dey small but e still manage for the price. nothing to hail, nothing to condemn.",neutral
"Guy, Everything come complete, instructions dey inside, my perfume setup no stress me at all. na correct product be dis.",positive
"God when catch person, This speaker no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"As I dey talk, bag dey work fine, no wahala at all since I don start to use am. I dey happy well well.",positive
"See ehn, Customer service sharp reply me when I complain about my extension box, dem replace am sharp sharp. I don recommend am to my people.",positive
"To God who made me, earpiece dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e go still do for the price.",neutral
"Chai, Dis necklace no work reach half wetin dem talk, na scam be dis one o.",negative
"God when catch person, Sound or function dey there for dis bag, nothing extraordinary, e go do for person wey no too particular. e dey manage like that.",neutral
"To God who made me, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"Omo, phone strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"To God who made me, mattress dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e dey manage like that.",neutral
"face cap dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"Na wa o, E dey okay o, no be bad market but dis printer no be wetin I expect too, average product. nothing to hail, nothing to condemn.",neutral
"See ehn, Chai dis juicer na correct investment, I dey enjoy am tire.",positive
"Product fine but wig box small small damage reach house, no be too serious sha.",neutral
"I swear, My people dem love the laptop bag well well, e dey work exactly as dem promise. I go still buy again.",positive
"Chai, Wig cap or washing machine tear the first day I use am, quality poor, e no worth the price at all. na scam be dis one.",negative
"Small small, Seller no send full cream wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"gown strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"No be lie, Packaging good, sneakers come as described, I go still buy from dis seller again. e worth the money.",positive
"Guy, Seller no send full kettle wey I order, one piece dey missing inside the package.",negative
"Honestly, Speaker or toy loud small, quality no strong reach wetin I hear for advert but e dey manage.",neutral
"I swear, Dem send expired toy to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"Omo, Umbrella or face cap dey work but the handle dey shake small, e still dey manage.",neutral
"Chai, Two weeks now, my money don go, dis office chair never show, na so dem dey scam people. na scam be dis one.",negative
"Guy, Dem package the blender anyhow, e crack, spoilage spread inside the whole carton. make una no waste your money.",negative
"Small small, sneakers dey work fine, no wahala at all since I don start to use am. I dey happy well well.",positive
"Small small, Dis umbrella sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"Honestly, Item different from picture completely for dis jacket, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"I swear, I get value for my money, dis torch light still fresh after months of daily use. I dey happy well well.",positive
"God when catch person, Seller no send full earpiece wey I order, one piece dey missing inside the package. no be small disappointment.",negative
"See ehn, Dem send expired bag to me, I no even fit use am, na waste of money be dis. e pain me well well.",negative
"Omo, Seller dey blackmail person, my trouser no reach up till two weeks, I don report am. no be small disappointment.",negative
"God when catch person, Packaging good, bag come as described, I go still buy from dis seller again. e worth the money.",positive
"I swear, Dem send expired keyboard to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"Honestly, Dem package the router anyhow, e crack, spoilage spread inside the whole carton. na scam be dis one.",negative
"See ehn, Product fine but blender box small small damage reach house, no be too serious sha. e go still do for the price.",neutral
"Omo, jacket dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"God when catch person, Money waste be dis, power bank come crack before I even open the box well well. make una no waste your money.",negative
"Believe me, This jacket cause wahala for me, I no know if na fake or wetin, no buy am o. e pain me well well.",negative
"Omo, Na my third time to buy hair dryer from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"No be lie, This speaker cause wahala for me, I no know if na fake or wetin, no buy am o. I no go order again.",negative
"Guy, I love how dem wrap the school bag, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"God when catch person, I don order dis toy tire tire, no be wetin dem show for site, quality no good at all. na scam be dis one.",negative
"Werey no dey do person, I love how dem wrap the toy, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"No be lie, This juicer cause wahala for me, I no know if na fake or wetin, no buy am o. make una no waste your money.",negative
"God when catch person, E no bad but the color no match wetin dem show for picture for dis printer, small disappointment.",neutral
"See ehn, Delivery man carry my airpod pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"Omo, Laptop bag or laptop bag dey okay, zip small tight but e go loosen with time I believe. nothing to hail, nothing to condemn.",neutral
"God when catch person, Dem package the airpod anyhow, e crack, spoilage spread inside the whole carton. na scam be dis one.",negative
"Honestly, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. make una try am.",positive
"To God who made me, Seller dey blackmail person, my fan no reach up till two weeks, I don report am. no be small disappointment.",negative
"As I dey talk, Everything come complete, instructions dey inside, my mattress setup no stress me at all. I don recommend am to my people.",positive
"Chai, Delivery man carry my blender pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"Small small, microwave dey work fine, no wahala at all since I don start to use am. I dey happy well well.",positive
"Honestly, ring dey work fine, no wahala at all since I don start to use am.",positive
"See ehn, Chai dis sandals na correct investment, I dey enjoy am tire. e worth the money.",positive
"Na wa o, Dress or umbrella fine sha, but the size chart dem post no correct at all, e small pass small.",neutral
"God when catch person, I don try dis curtain tire, e no last, e begin spoil like say na cheap material. make una no waste your money.",negative
"No be lie, Packaging good, umbrella come as described, I go still buy from dis seller again.",positive
"God when catch person, Customer service sharp reply me when I complain about my face cap, dem replace am sharp sharp. no regret at all.",positive
"Honestly, Chai dis laptop bag na correct investment, I dey enjoy am tire. I dey happy well well.",positive
"No be lie, Dress or generator fine sha, but the size chart dem post no correct at all, e small pass small. nothing to hail, nothing to condemn.",neutral
"Werey no dey do person, Original television be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"As I dey talk, Umbrella or gas cooker dey work but the handle dey shake small, e still dey manage. nothing to hail, nothing to condemn.",neutral
"Guy, Packaging good, trouser come as described, I go still buy from dis seller again. make una try am.",positive
"God when catch person, Dem send expired necklace to me, I no even fit use am, na waste of money be dis.",negative
"To God who made me, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. e worth the money.",positive
"To God who made me, Customer service sharp reply me when I complain about my table cloth, dem replace am sharp sharp. na correct product be dis.",positive
"Small small, charger strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"No be lie, Na my third time to buy toy from Jumia, dem never disappoint me, packaging tight well.",positive
"Believe me, Everything come complete, instructions dey inside, my curtain setup no stress me at all. I dey happy well well.",positive
"Believe me, My people dem love the office chair well well, e dey work exactly as dem promise. I dey happy well well.",positive
"Werey no dey do person, Dem send expired wig to me, I no even fit use am, na waste of money be dis. na scam be dis one.",negative
"Omo, I love how dem wrap the juicer, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"To God who made me, Seller dey blackmail person, my electric kettle no reach up till two weeks, I don report am. no be small disappointment.",negative
"No be lie, Original speaker be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"Small small, I don tell my whole family make dem use Jumia because of how dis belt order turn out. I dey happy well well.",positive
"Omo, Dem send expired baby clothes to me, I no even fit use am, na waste of money be dis. I don report to Jumia already.",negative
"Na wa o, Money waste be dis, phone come crack before I even open the box well well. na scam be dis one.",negative
"Believe me, Two weeks now, my money don go, dis office chair never show, na so dem dey scam people. e pain me well well.",negative
"As I dey talk, wall clock strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"Small small, I get value for my money, dis iron still fresh after months of daily use.",positive
"Honestly, Everything come complete, instructions dey inside, my earpiece setup no stress me at all. e worth the money.",positive
"See ehn, Item different from picture completely for dis phone case, dem dupe me, I go dispute dis order. I no go order again.",negative
"Omo, My people dem love the hair dryer well well, e dey work exactly as dem promise. make una try am.",positive
"Honestly, slippers strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"Small small, Fit dey okay, size correct for dis table cloth, but material fit better small, na still usable sha. e dey manage like that.",neutral
"Honestly, This cream cause wahala for me, I no know if na fake or wetin, no buy am o. I don report to Jumia already.",negative
"Werey no dey do person, Na my third time to buy curtain from Jumia, dem never disappoint me, packaging tight well.",positive
"Omo, Item different from picture completely for dis flash drive, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"Werey no dey do person, I don order dis table cloth tire tire, no be wetin dem show for site, quality no good at all.",negative
"To God who made me, Dis generator sweet me well well, e reach as e dey for picture, delivery sef no waste time. no regret at all.",positive
I don tell my whole family make dem use Jumia because of how dis blender order turn out. e worth the money.,positive
"I swear, The router just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"Believe me, Delivery man carry my torch light pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"Small small, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I don recommend am to my people.",positive
"I swear, Speaker or microwave loud small, quality no strong reach wetin I hear for advert but e dey manage. nothing to hail, nothing to condemn.",neutral
"God when catch person, Speaker or sunglasses loud small, quality no strong reach wetin I hear for advert but e dey manage. e dey manage like that.",neutral
"Umbrella or phone case dey work but the handle dey shake small, e still dey manage.",neutral
"God when catch person, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I dey happy well well.",positive
"Na wa o, phone strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"No be lie, I love how dem wrap the laptop bag, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"Honestly, I love how dem wrap the blender, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"Omo, Seller dey blackmail person, my umbrella no reach up till two weeks, I don report am. I don report to Jumia already.",negative
"Believe me, I don tell my whole family make dem use Jumia because of how dis fan order turn out.",positive
"God when catch person, Fit dey okay, size correct for dis sunglasses, but material fit better small, na still usable sha.",neutral
"Honestly, I get value for my money, dis wristwatch still fresh after months of daily use. make una try am.",positive
"No be lie, Wig cap or speaker tear the first day I use am, quality poor, e no worth the price at all. I don report to Jumia already.",negative
"Chai dis watch na correct investment, I dey enjoy am tire. na correct product be dis.",positive
"To God who made me, Everything come complete, instructions dey inside, my wristwatch setup no stress me at all. make una try am.",positive
"Na wa o, power bank dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"Honestly, Na my third time to buy table cloth from Jumia, dem never disappoint me, packaging tight well. e worth the money.",positive
"God when catch person, E no bad but the color no match wetin dem show for picture for dis flash drive, small disappointment.",neutral
"No be lie, Seller no send full hair dryer wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"As I dey talk, I get value for my money, dis toy still fresh after months of daily use. e worth the money.",positive
"This sunglasses cause wahala for me, I no know if na fake or wetin, no buy am o. no be small disappointment.",negative
"Believe me, My people dem love the belt well well, e dey work exactly as dem promise. e worth the money.",positive
"I swear, Item different from picture completely for dis airpod, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"No be lie, Fit dey okay, size correct for dis watch, but material fit better small, na still usable sha. e dey manage like that.",neutral
"Chai, Chai dis shoe na correct investment, I dey enjoy am tire. no regret at all.",positive
"Guy, Original mattress be dis o, no be fake, quality strong pass wetin I expect. I don recommend am to my people.",positive
"To God who made me, This toy cause wahala for me, I no know if na fake or wetin, no buy am o. e pain me well well.",negative
"As I dey talk, Dem package the mattress anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"As I dey talk, hair dryer strong die, price sef affordable well well, no complain at all.",positive
"Small small, Na my third time to buy airpod from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"Chai, Customer service sharp reply me when I complain about my freezer, dem replace am sharp sharp. na correct product be dis.",positive
"I swear, Customer service sharp reply me when I complain about my laptop bag, dem replace am sharp sharp. na correct product be dis.",positive
"Believe me, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast.",positive
"Omo, Money waste be dis, office chair come crack before I even open the box well well. e pain me well well.",negative
"Guy, Dem send expired laptop bag to me, I no even fit use am, na waste of money be dis. e pain me well well.",negative
"Small small, Best purchase I don make dis year na dis iron, e dey save my time every day. I go still buy again.",positive
"God when catch person, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I don recommend am to my people.",positive
"See ehn, blender strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"See ehn, Dis ring sweet me well well, e reach as e dey for picture, delivery sef no waste time.",positive
"Omo, Wig cap or speaker tear the first day I use am, quality poor, e no worth the price at all.",negative
"Small small, Chai dis jacket na correct investment, I dey enjoy am tire. make una try am.",positive
"Small small, Seller dey blackmail person, my trouser no reach up till two weeks, I don report am. make una no waste your money.",negative
"Guy, Everything come complete, instructions dey inside, my router setup no stress me at all. no regret at all.",positive
"I swear, Everything come complete, instructions dey inside, my keyboard setup no stress me at all. I dey happy well well.",positive
"Guy, Original wristwatch be dis o, no be fake, quality strong pass wetin I expect. I don recommend am to my people.",positive
"No be lie, I love how dem wrap the cream, extra plastic everywhere, e no fit spoil for road. I go still buy again.",positive
"No be lie, Best purchase I don make dis year na dis speaker, e dey save my time every day. na correct product be dis.",positive
"Werey no dey do person, Delivery man carry my television pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"Guy, Packaging good, rice cooker come as described, I go still buy from dis seller again. na correct product be dis.",positive
"Guy, Seller ignore my message tire about dis office chair, when e finally reach na wrong color entirely. no be small disappointment.",negative
"E no bad but the color no match wetin dem show for picture for dis blender, small disappointment. e dey manage like that.",neutral
"To God who made me, This shoe no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"Na wa o, Umbrella or power bank dey work but the handle dey shake small, e still dey manage. nothing to hail, nothing to condemn.",neutral
"Guy, charger strong die, price sef affordable well well, no complain at all. no regret at all.",positive
"God when catch person, Table cloth or kettle okay for the price, finishing fit better but e dey serve purpose.",neutral
"To God who made me, Original mattress be dis o, no be fake, quality strong pass wetin I expect. na correct product be dis.",positive
"Omo, I get value for my money, dis hair dryer still fresh after months of daily use.",positive
"God when catch person, I love how dem wrap the sunglasses, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"Werey no dey do person, Two weeks now, my money don go, dis office chair never show, na so dem dey scam people. na scam be dis one.",negative
"As I dey talk, My people dem love the washing machine well well, e dey work exactly as dem promise. no regret at all.",positive
"Chai, I don try dis mattress tire, e no last, e begin spoil like say na cheap material. e pain me well well.",negative
"Werey no dey do person, I love how dem wrap the ring, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"Guy, I don tell my whole family make dem use Jumia because of how dis gas cooker order turn out. no regret at all.",positive
"Na wa o, I love how dem wrap the sneakers, extra plastic everywhere, e no fit spoil for road. I dey happy well well.",positive
"As I dey talk, Wig cap or sandals tear the first day I use am, quality poor, e no worth the price at all. make una no waste your money.",negative
"Honestly, laptop bag dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"No be lie, Everything come complete, instructions dey inside, my torch light setup no stress me at all. e worth the money.",positive
"Honestly, Item different from picture completely for dis necklace, dem dupe me, I go dispute dis order.",negative
"Chai, Dis juicer no work reach half wetin dem talk, na scam be dis one o.",negative
"Chai, Na my third time to buy wig from Jumia, dem never disappoint me, packaging tight well.",positive
"As I dey talk, My people dem love the generator well well, e dey work exactly as dem promise. e worth the money.",positive
"Na wa o, Dis gas cooker sweet me well well, e reach as e dey for picture, delivery sef no waste time. I dey happy well well.",positive
"See ehn, E no bad but the color no match wetin dem show for picture for dis flash drive, small disappointment.",neutral
"Omo, Chai dis airpod na correct investment, I dey enjoy am tire. na correct product be dis.",positive
"Omo, belt dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"Chai, I don tell my whole family make dem use Jumia because of how dis iron order turn out. e worth the money.",positive
"Werey no dey do person, I don tell my whole family make dem use Jumia because of how dis microwave order turn out. na correct product be dis.",positive
"God when catch person, I love how dem wrap the flash drive, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"Omo, Money waste be dis, belt come crack before I even open the box well well. no be small disappointment.",negative
"Omo, Customer service sharp reply me when I complain about my phone, dem replace am sharp sharp.",positive
"Believe me, Seller no send full power bank wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"Chai, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"Guy, flash drive dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"As I dey talk, sandals strong die, price sef affordable well well, no complain at all. e worth the money.",positive
"Omo, The sneakers just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e dey manage like that.",neutral
"Omo, Table cloth or mouse okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"I swear, umbrella dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"To God who made me, I love how dem wrap the toy, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"Believe me, Original earpiece be dis o, no be fake, quality strong pass wetin I expect. make una try am.",positive
"As I dey talk, Dis extension box sweet me well well, e reach as e dey for picture, delivery sef no waste time. e worth the money.",positive
"To God who made me, speaker strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"No be lie, Delivery man carry my router pass one week, wahala full ground, I no gree order again. I don report to Jumia already.",negative
"Omo, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I don recommend am to my people.",positive
"Small small, Na my third time to buy juicer from Jumia, dem never disappoint me, packaging tight well. e worth the money.",positive
"Honestly, Everything come complete, instructions dey inside, my generator setup no stress me at all. I dey happy well well.",positive
"Na wa o, sandals dey work fine, no wahala at all since I don start to use am. e worth the money.",positive
"Na wa o, I don tell my whole family make dem use Jumia because of how dis laptop bag order turn out. make una try am.",positive
"Small small, Everything come complete, instructions dey inside, my torch light setup no stress me at all. na correct product be dis.",positive
"E dey okay o, no be bad market but dis flash drive no be wetin I expect too, average product.",neutral
"No be lie, Seller dey blackmail person, my table cloth no reach up till two weeks, I don report am. e pain me well well.",negative
"God when catch person, The office chair just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"Small small, I don tell my whole family make dem use Jumia because of how dis rice cooker order turn out. I go still buy again.",positive
"As I dey talk, I love how dem wrap the juicer, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"As I dey talk, Na my third time to buy toy from Jumia, dem never disappoint me, packaging tight well. I don recommend am to my people.",positive
"Believe me, Everything come complete, instructions dey inside, my sunglasses setup no stress me at all. make una try am.",positive
"I don order dis vacuum cleaner tire tire, no be wetin dem show for site, quality no good at all. na scam be dis one.",negative
"Guy, E no bad but the color no match wetin dem show for picture for dis umbrella, small disappointment. e dey manage like that.",neutral
"Honestly, Dress or slippers fine sha, but the size chart dem post no correct at all, e small pass small. e dey manage like that.",neutral
"Small small, I don tell my whole family make dem use Jumia because of how dis television order turn out. e worth the money.",positive
"Chai, Table cloth or curtain okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"See ehn, Na my third time to buy wall clock from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"Small small, Dis cream sweet me well well, e reach as e dey for picture, delivery sef no waste time. I go still buy again.",positive
"To God who made me, This microwave cause wahala for me, I no know if na fake or wetin, no buy am o. na scam be dis one.",negative
"God when catch person, This keyboard cause wahala for me, I no know if na fake or wetin, no buy am o.",negative
"Omo, Two weeks now, my money don go, dis sandals never show, na so dem dey scam people. I don report to Jumia already.",negative
"See ehn, Best purchase I don make dis year na dis sunglasses, e dey save my time every day. e worth the money.",positive
"Believe me, This bag no be my size or wetin I order, dem send wrong one, wahala to return am too much. I no go order again.",negative
"Believe me, The toaster just dey normal, no wowing, no bad, I fit still buy am again if discount dey. nothing to hail, nothing to condemn.",neutral
"See ehn, I get value for my money, dis umbrella still fresh after months of daily use. make una try am.",positive
"Guy, Dem package the flash drive anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"Omo, Dis kettle sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"As I dey talk, Sound or function dey there for dis washing machine, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"See ehn, Seller no send full wristwatch wey I order, one piece dey missing inside the package. I no go order again.",negative
"Werey no dey do person, Umbrella or wallet dey work but the handle dey shake small, e still dey manage.",neutral
"Werey no dey do person, Product fine but watch box small small damage reach house, no be too serious sha. e go still do for the price.",neutral
"I swear, power bank strong die, price sef affordable well well, no complain at all. I go still buy again.",positive
"I swear, mattress dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"Small small, Delivery man carry my iron pass one week, wahala full ground, I no gree order again. no be small disappointment.",negative
"This ring no be my size or wetin I order, dem send wrong one, wahala to return am too much. no be small disappointment.",negative
"Honestly, Table cloth or generator okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"Believe me, Dem package the trouser anyhow, e crack, spoilage spread inside the whole carton. na scam be dis one.",negative
"As I dey talk, Packaging good, sneakers come as described, I go still buy from dis seller again. make una try am.",positive
"Chai, This gas cooker cause wahala for me, I no know if na fake or wetin, no buy am o. na scam be dis one.",negative
"I swear, Wig cap or mattress tear the first day I use am, quality poor, e no worth the price at all. e pain me well well.",negative
"Small small, Delivery man carry my iron pass one week, wahala full ground, I no gree order again. na scam be dis one.",negative
"To God who made me, Seller ignore my message tire about dis blender, when e finally reach na wrong color entirely. e pain me well well.",negative
"Werey no dey do person, Na my third time to buy mouse from Jumia, dem never disappoint me, packaging tight well. I don recommend am to my people.",positive
"Guy, E dey okay o, no be bad market but dis office chair no be wetin I expect too, average product. e go still do for the price.",neutral
"Chai, E dey okay o, no be bad market but dis ring no be wetin I expect too, average product. nothing to hail, nothing to condemn.",neutral
"I don try dis curtain tire, e no last, e begin spoil like say na cheap material. I don report to Jumia already.",negative
"Believe me, Original charger be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"Na wa o, My people dem love the trouser well well, e dey work exactly as dem promise. I dey happy well well.",positive
"The umbrella just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e dey manage like that.",neutral
"Guy, mouse dey work fine, no wahala at all since I don start to use am. na correct product be dis.",positive
"Omo, Everything come complete, instructions dey inside, my sneakers setup no stress me at all. no regret at all.",positive
"I swear, I don tell my whole family make dem use Jumia because of how dis office chair order turn out. I go still buy again.",positive
"God when catch person, I love how dem wrap the dress, extra plastic everywhere, e no fit spoil for road. I go still buy again.",positive
"Small small, Laptop bag or sneakers dey okay, zip small tight but e go loosen with time I believe. I fit still consider am next time.",neutral
